롭스 롯데마트금천점,서울특별시 금천구 시흥대로 291 금천롯데캐슬골드파크3차,02-802-3740,37.4600954,126.8977671,3,https://map.naver.com/local/siteview.nhn?code=1463584994,롭스 롯데마트금천점,1
롭스 건대시네마점,서울특별시 광진구 아차산로 272 더샵스타시티,02-3437-3740,37.5385583,127.0729962,3,https://map.naver.com/local/siteview.nhn?code=1736826491,롭스 건대시네마점,0
롭스 을지로입구역사점,서울특별시 중구 을지로 42 을지로입구역 2호선,02-318-3743,37.5660509,126.982373,3,https://map.naver.com/local/siteview.nhn?code=1523487466,롭스 을지로입구역사점,1
롭스 염창점,서울특별시 양천구 공항대로 630,02-2646-3740,37.5465353,126.8747144,3,https://map.naver.com/local/siteview.nhn?code=1237274133,롭스 염창점,1
롭스 충무로점,서울특별시 중구 서애로 7,02-2272-3740,37.5614381,126.998521,3,https://map.naver.com/local/siteview.nhn?code=1613747632,롭스 충무로점,0
롭스 이태원점,서울특별시 용산구 이태원로 179 해밀톤호텔 (본관),02-794-3740,37.5347407,126.9937365,3,https://map.naver.com/local/siteview.nhn?code=1808273298,롭스 이태원점,1
롭스 미아점,서울특별시 강북구 도봉로 45 숭인시장,02-980-3740,37.6131312,127.029462,3,https://map.naver.com/local/siteview.nhn?code=1245418090,롭스 미아점,1
롭스 숙대점,서울특별시 용산구 청파로47길 49 캠퍼스프라자,02-706-3740,37.5445888,126.9675618,3,https://map.naver.com/local/siteview.nhn?code=1235364188,롭스 숙대점,1
롭스 용산역점,서울특별시 용산구 한강대로23길 55 용산역,02-749-9974,37.5297718,126.9647415,3,https://map.naver.com/local/siteview.nhn?code=1389669703,롭스 용산역점,1
롭스 구로디지털점,서울특별시 구로구 디지털로32길 79 조영빌딩,02-830-3740,37.4835559,126.8997739,3,https://map.naver.com/local/siteview.nhn?code=1102336885,롭스 구로디지털점,1
롭스 잠실점,서울특별시 송파구 올림픽로 240,02-2143-7015,37.5110794,127.0981638,3,https://map.naver.com/local/siteview.nhn?code=292346817,롭스 롯데백화점잠실점,0
롭스 강남엔터점,서울특별시 서초구 신반포로 지하 188,02-6321-6115,37.5046472,127.0044421,3,https://map.naver.com/local/siteview.nhn?code=625911034,롭스 강남엔터점,0
롭스 롯데몰은평점,서울특별시 은평구 통일로 1050,02-6975-5040,37.6375366,126.9179003,3,https://map.naver.com/local/siteview.nhn?code=141411763,롭스 롯데몰은평점,1
롭스 위례점,서울특별시 송파구 위례광장로 136,02-400-3217,37.476495,127.1422214,3,https://map.naver.com/local/siteview.nhn?code=59863123,롭스 위례점,0
롭스 영플라자명동점,서울특별시 중구 남대문로 67,02-2118-5221,37.5634867,126.9815301,3,https://map.naver.com/local/siteview.nhn?code=781351866,롭스 영플라자명동점,0
롭스 건대로데오점,서울특별시 광진구 동일로 20길 106,02-463-3740,37.5395217,127.0692544,3,https://map.naver.com/local/siteview.nhn?code=38502417,롭스 건대로데오점,1
롭스 한티역점,서울특별시 강남구 선릉로 64길 19,02-539-3740,37.4982387,127.0538987,3,https://map.naver.com/local/siteview.nhn?code=38473709,롭스 한티역점,0
롭스 목동점,서울특별시 양천구 오목로 299,02-2654-3740,37.52609,126.871084,3,https://map.naver.com/local/siteview.nhn?code=38009740,롭스 목동점,0
롭스 안암점,서울특별시 성북구 인촌로 24길 6,02-921-9021,37.5859792,127.0292083,3,https://map.naver.com/local/siteview.nhn?code=37868364,롭스 안암점,0
롭스 이수점,서울특별시 동작구 동작대로 119,02-532-7028,37.4872544,126.9818233,3,https://map.naver.com/local/siteview.nhn?code=38226681,롭스 이수점,1
롭스 선릉점,서울특별시 강남구 테헤란로 408,02-501-7151,37.5044651,127.0504171,3,https://map.naver.com/local/siteview.nhn?code=37797067,롭스 선릉점,1
롭스 당산점,서울특별시 영등포구 양평로 48,02-2677-3740,37.5344793,126.9013034,3,https://map.naver.com/local/siteview.nhn?code=37620502,롭스 당산점,0
롭스 코엑스몰점,서울특별시 강남구 영동대로 513,02-551-3741,37.5116621,127.0594275,3,https://map.naver.com/local/siteview.nhn?code=37397338,롭스 코엑스몰점,1
롭스 강남점,서울특별시 강남구 봉은사로2길 31,02-558-3740,37.5025821,127.0265991,3,https://map.naver.com/local/siteview.nhn?code=37243782,롭스 강남점,1
롭스 구로점,서울특별시 관악구 시흥대로 576,02-858-3740,37.4840768,126.9030914,3,https://map.naver.com/local/siteview.nhn?code=37111475,롭스 구로점,0
롭스 종각점,서울특별시 종로구 종로5길 7 Tower 8,02-6226-8297,37.5706324,126.9805518,3,https://map.naver.com/local/siteview.nhn?code=36917170,롭스 종각점,0
롭스 신논현점,서울특별시 강남구 강남대로 502 서희빌딩,02-545-3740,37.5071435,127.0236892,3,https://map.naver.com/local/siteview.nhn?code=36905934,롭스 신논현점,1
롭스 월드몰2호점,서울특별시 송파구 올림픽로 300,02-3213-4508,37.513752,127.1044469,3,https://map.naver.com/local/siteview.nhn?code=35769993,롭스 월드몰2호점,0
롭스 월드몰1호점,서울특별시 송파구 올림픽로 300,02-3213-4756,37.513755,127.104447,3,https://map.naver.com/local/siteview.nhn?code=35769941,롭스 월드몰1호점,1
롭스 화곡점,서울특별시 강서구 화곡로 161 대성빌딩,02-2604-3740,37.541828,126.8391696,3,https://map.naver.com/local/siteview.nhn?code=34958403,롭스 화곡점,1
롭스 롯데마트서울역점,서울특별시 중구 청파로 426,02-365-3740,37.557447,126.9695122,3,https://map.naver.com/local/siteview.nhn?code=34786552,롭스 롯데마트서울역점,0
롭스 가로수길점,서울특별시 강남구 강남대로152길 45 우림빌딩,02-515-3740,37.5184098,127.0230142,3,https://map.naver.com/local/siteview.nhn?code=34573349,롭스 가로수길점,1
롭스 신천점,서울특별시 송파구 올림픽로 114 서경빌딩,02-420-3740,37.5113949,127.083202,3,https://map.naver.com/local/siteview.nhn?code=34658418,롭스 신천점,0
롭스 건대점,서울특별시 광진구 아차산로 219 삼영빌딩,02-3409-5259,37.5411246,127.0679414,3,https://map.naver.com/local/siteview.nhn?code=34177535,롭스 건대점,0
롭스 노원시네마점,서울특별시 노원구 동일로 1414 롯데백화점,02-950-2936,37.6550434,127.0610971,3,https://map.naver.com/local/siteview.nhn?code=34177541,롭스 노원시네마점,0
롭스 상봉엔터점,서울특별시 중랑구 망우로 353 상봉 프레미어스 엠코,02-6224-6029,37.5982973,127.0903644,3,https://map.naver.com/local/siteview.nhn?code=34139411,롭스 상봉엔터점,0
롭스 왕십리역사점,서울특별시 성동구 왕십리광장로 17,02-2200-1540,37.5613927,127.038469,3,https://map.naver.com/local/siteview.nhn?code=33639750,롭스 왕십리역사점,0
롭스 수유점,서울특별시 강북구 도봉로 342,02-991-3740,37.6380351,127.0261456,3,https://map.naver.com/local/siteview.nhn?code=33499930,롭스 수유점,0
롭스 압구정역점,서울특별시 강남구 논현로 857 계룡빌딩,02-548-3740,37.5253553,127.0281157,3,https://map.naver.com/local/siteview.nhn?code=33359376,롭스 압구정역점,0
롭스 성대점,서울특별시 종로구 대명길 46,02-744-3740,37.5829832,126.9990611,3,https://map.naver.com/local/siteview.nhn?code=33077900,롭스 성대점,0
롭스 잠실캐슬점,서울특별시 송파구 올림픽로 269,02-2146-2201,37.5144295,127.1006486,3,https://map.naver.com/local/siteview.nhn?code=33021434,롭스 롯데캐슬잠실점,1
롭스 홍대역점,서울특별시 마포구 양화로 156 LG팰리스빌딩,02-334-3740,37.5560982,126.9234581,3,https://map.naver.com/?pinId=32630798&dlevel=12&enc=b64&pinType=site&y=30827edbe547c5dd2047e7cdb6a21e1f&x=ba3fce2b40e77dba4f33e4c70ba14793,롭스 홍대역점,1
롭스 홍대점,서울특별시 마포구 양화로18길 3 삼양세븐스프링스,02-3143-3740,37.5570395,126.924584,3,https://map.naver.com/local/siteview.nhn?code=32498130,롭스 홍대점,0
